Baccalaureate Institution,Current Institution,Field of Study,Year,Status
university of miami,undecided,Geosciences - Marine Biology,2020,mention
university of massachusetts at amherst,university of massachusetts at amherst,Engineering - Chemical Engineering,2020,mention
california institute of technology,california institute of technology,Comp/IS/Eng - Machine Learning,2020,mention
bowdoin college,university of california berkeley,Life Sciences - Evolutionary Biology,2020,mention
worcester polytechnic institute,worcester polytechnic institute,Engineering - other (specify) - Robotics Engineering,2020,mention
university of massachusetts at amherst,state university of new york system,Comp/IS/Eng - Machine Learning,2020,mention
university of cincinnati,university of cincinnati,Life Sciences - Ecology,2020,mention
drexel university,drexel university,Physics and Astronomy - Particle Physics,2020,mention
christopher newport university,north carolina state university,Engineering - Mechanical Engineering,2020,mention
university of pittsburgh​titusville,university of south florida,Psychology - Industrial/Organizational Psychology,2020,mention
university of illinois at chicago,massachusetts institute of technology,Physics and Astronomy - Condensed Matter Physics,2020,mention
university of massachusetts at lowell,stanford university,Engineering - Chemical Engineering,2020,mention
middlebury college,suny at buffalo,Geosciences - Paleoclimate,2020,mention
case western reserve university,case western reserve university,Engineering - Aeronautical and Aerospace Engineering,2020,mention
university of notre dame,university of michigan  ann arbor,Social Sciences - Political Science,2020,mention
california state university monterey bay,richard gilder graduate school,Life Sciences - Evolutionary Biology,2020,mention
saint olaf college,university of michigan  ann arbor,"Chemistry - Macromolecular, Supramolecular, and Nanochemistry",2020,mention
bates technical college,university of southern maine,Geosciences - Paleoclimate,2020,mention
university of california berkeley,university of minnesota  twin cities,Engineering - Chemical Engineering,2020,mention
clemson university,clemson university,Life Sciences - Microbial Biology,2020,mention
suny college at new paltz,virginia state university,Life Sciences - Ecology,2020,mention
university of california berkeley,urban college of boston,"Chemistry - Chemical Theory, Models and Computational Methods",2020,mention
harvard university,cornell university,Comp/IS/Eng - Algorithms and Theoretical Foundations,2020,mention
massachusetts institute of technology,massachusetts institute of technology,Comp/IS/Eng - other (specify) - Compiler Systems,2020,mention
scripps college,scripps college,Chemistry - Chemical Synthesis,2020,mention
university of washington,louisiana state university​eunice,Life Sciences - Ecology,2020,mention
cornell university,university of illinois at chicago,Mathematical Sciences - Topology,2020,mention
massachusetts institute of technology,massachusetts institute of technology,Life Sciences - Bioinformatics and Computational Biology,2020,mention
johns hopkins university applied physics laboratory,johns hopkins university applied physics laboratory,Life Sciences - other (specify) - neuroimmunology,2020,mention
massachusetts institute of technology,california institute of technology,Physics and Astronomy - Particle Physics,2020,mention
ohio university,california institute of technology,Chemistry - other (specify) - Electrochemistry and Energy Storage,2020,mention
western kentucky university,undecided,Engineering - Chemical Engineering,2020,mention
university of north carolina at greensboro,university of new orleans,Psychology - Comparative Psychology,2020,mention
harvard college president  fellows of,harvard college president  fellows of,Physics and Astronomy - Theoretical Physics,2020,mention
university of arizona,university of arizona,Life Sciences - Cell Biology,2020,mention
claremont mckenna college,the scripps research institute,Chemistry - Chemistry of Life Processes,2020,mention
state university of new york system,tufts university,Psychology - Psycholinguistics,2020,mention
university of west florida,university of california santa barbara,Materials Research - Polymers,2020,mention
walla walla university,university of oregon,Chemistry - Chemical Synthesis,2020,mention
university of north carolina at chapel hill,university of colorado at boulder,Chemistry - Sustainable Chemistry,2020,mention
california state universitylong beach,long beach city college,Engineering - Environmental Engineering,2020,mention
dartmouth college,university of arizona,Geosciences - Hydrology,2020,mention
university of washington,university of washington,Life Sciences - Ecology,2020,mention
bucknell university,bucknell university,Life Sciences - Ecology,2020,mention
wittenberg university,purdue university northwest,Geosciences - other (specify) - Geophysics and Geology,2020,mention
colgate university,undecided,Geosciences - Marine Biology,2020,mention
rutgers university,university of the district of columbia,"Chemistry - Chemical Theory, Models and Computational Methods",2020,mention
university of massachusetts at amherst,university of minnesota  twin cities,Psychology - Social/Affective Neuroscience,2020,mention
university of cincinnati,university of cincinnati,Chemistry - Chemical Measurement and Imaging,2020,mention
university of illinois at chicago,university of illinois at chicago,Physics and Astronomy - Particle Physics,2020,mention
dartmouth college,dartmouth college,Comp/IS/Eng - Computational Science and Engineering,2020,mention
